Input,Unit Number,Unit Type,Lesse,Status,City,Depot,Manuf. Year/Month,Manufacturer
segu7306218,SEGU7306218,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306223,SEGU7306223,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306239,SEGU7306239,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306244,SEGU7306244,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306250,SEGU7306250,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306265,SEGU7306265,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,Off Hire,ISC-IN-BOM - Mumbai,Bay Container Terminal PVT. LTD. - 1056,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306270,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306286,SEGU7306286,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306291,SEGU7306291,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306305,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306310,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306326,SEGU7306326,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,Off Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306331,SEGU7306331,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306347,SEGU7306347,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306352,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306368,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306373,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306389,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306394,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306408,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306413,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306429,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306434,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306440,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306455,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306460,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306476,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306481,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306497,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306500,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306516,SEGU7306516,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306521,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306537,SEGU7306537,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306542,SEGU7306542,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306558,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306563,SEGU7306563,OT4 - 40' Open Top,CMA CGM,On Hire,NWE-DE-HAM - Hamburg,Remain GmbH - 1706,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306579,SEGU7306579,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306584,SEGU7306584,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306590,SEGU7306590,OT4 - 40' Open Top,Sold,,Not Found,Not Found,D/DK/4850-042/2012,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306603,SEGU7306603,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306619,SEGU7306619,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306624,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306630,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306645,SEGU7306645,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306650,SEGU7306650,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306666,SEGU7306666,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306671,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306687,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306692,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306706,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306711,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306727,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306732,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306748,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306753,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306769,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306774,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306780,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306795,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306809,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306814,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306820,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306835,SEGU7306835,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306840,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306856,SEGU7306856,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306861,SEGU7306861,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,Off Hire,NWE-DE-HAM - Hamburg,Remain GmbH - 1706,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306877,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306882,SEGU7306882,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306898,SEGU7306898,OT4 - 40' Open Top,Sold,,Not Found,Not Found,D/DK/4850-042/2012,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306901,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306917,SEGU7306917,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306922,SEGU7306922,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,Off Hire,ISC-IN-BOM - Mumbai,Bay Container Terminal PVT. LTD. - 1056,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306938,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306943,SEGU7306943,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306959,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7306964,SEGU7306964,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306970,SEGU7306970,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306985,SEGU7306985,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7306990,SEGU7306990,OT4 - 40' Open Top,Sarjak Container Lines Pvt. Ltd & S,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307003,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307019,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307024,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307030,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307045,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307050,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307066,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307071,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307087,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307092,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307106,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307111,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307127,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307132,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307148,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307153,SEGU7307153,OT4 - 40' Open Top,Ocean Network Express Pte. Ltd.,On Hire,NWE-DE-HAM - Hamburg,Remain GmbH - 1706,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307169,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307174,SEGU7307174,OT4 - 40' Open Top,Ocean Network Express Pte. Ltd.,On Hire,NWE-DE-HAM - Hamburg,HCCR Gmbh - 1182,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307180,SEGU7307180,OT4 - 40' Open Top,Ocean Network Express Pte. Ltd.,On Hire,NWE-DE-HAM - Hamburg,Remain GmbH - 1706,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307195,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307209,SEGU7307209,OT4 - 40' Open Top,Ocean Network Express Pte. Ltd.,On Hire,NWE-BE-ANR - Antwerp,Antwerp Container Repair NV - 2449,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307214,SEGU7307214,OT4 - 40' Open Top,Sold,,Not Found,Not Found,D/DK/4850-042/2012,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307220,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307235,SEGU7307235,OT4 - 40' Open Top,Containers No.1 Inc.,On Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307240,SEGU7307240,OT4 - 40' Open Top,CMA CGM,On Hire,NEA-KR-PUS - Busan,Busan Port Terminal Co Ltd - 1083,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307256,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307261,SEGU7307261,OT4 - 40' Open Top,Sold,,Not Found,Not Found,D/DK/4850-042/2012,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307277,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307282,SEGU7307282,OT4 - 40' Open Top,Sold,,Not Found,Not Found,D/DK/4850-042/2012,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307298,SEGU7307298,OT4 - 40' Open Top,CMA CGM,On Hire,NEA-KR-PUS - Busan,Busan Port Terminal Co Ltd - 1083,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307301,SEGU7307301,OT4 - 40' Open Top,China United Lines Ltd. & C.U. Line,On Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307317,SEGU7307317,OT4 - 40' Open Top,CMA CGM,On Hire,MCH-CN-SHA - Shanghai,Greating Fortune Shanghai Container - 1713,2012/09,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307322,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307338,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307343,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307359,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307364,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307370,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307385,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307390,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307404,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307410,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307425,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307430,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307446,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307451,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307467,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307472,SEGU7307472,OT4 - 40' Open Top,Sold,,Not Found,Not Found,D/DK/4850-042/2012,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307488,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307493,SEGU7307493,OT4 - 40' Open Top,Sold,,Not Found,Not Found,D/DK/4850-042/2012,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307507,SEGU7307507,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-QQM - China Pier,PRC Pier Depot - 9026,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307512,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307528,SEGU7307528,OT2 - 20' Open Top,CMA CGM,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307533,SEGU7307533,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-QQM - China Pier,PRC Pier Depot - 9026,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307549,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307554,SEGU7307554,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-QQM - China Pier,PRC Pier Depot - 9026,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307560,SEGU7307560,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-QQM - China Pier,PRC Pier Depot - 9026,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307575,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307580,SEGU7307580,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-QQM - China Pier,PRC Pier Depot - 9026,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307596,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307600,SEGU7307600,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-QQM - China Pier,PRC Pier Depot - 9026,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307615,SEGU7307615,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-QQM - China Pier,PRC Pier Depot - 9026,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307620,SEGU7307620,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307636,SEGU7307636,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307641,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307657,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307662,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307678,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307683,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307699,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307702,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307718,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307723,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307739,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307744,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307750,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307765,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307770,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307786,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307791,SEGU7307791,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307805,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307810,SEGU7307810,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307826,SEGU7307826,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307831,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307847,SEGU7307847,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-QQM - China Pier,PRC Pier Depot - 9026,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307852,SEGU7307852,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307868,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307873,SEGU7307873,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-QQM - China Pier,PRC Pier Depot - 9026,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307889,SEGU7307889,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-QQM - China Pier,PRC Pier Depot - 9026,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307894,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307908,SEGU7307908,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-QQM - China Pier,PRC Pier Depot - 9026,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307913,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout
segu7307929,SEGU7307929,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307934,SEGU7307934,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307940,SEGU7307940,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
segu7307955,SEGU7307955,OT2 - 20' Open Top,COSCO (Cayman) Mercury Co. Ltd,On Hire,MCH-CN-ZYC - Changzhou Manuf,Changzhou Xinhuachang International - 9521,2012/12,CXIC Group Hong Kong Company Limited - CXIC CHANGZ
